scenario,seed,row,column,country,strategy,alive
spacious,0,7,24,switzerland-1,switzerland,1
spacious,0,7,25,switzerland-1,switzerland,1
spacious,0,8,0,,,
spacious,0,8,1,peace-1,peace,1
spacious,0,8,2,peace-1,peace,1
spacious,0,8,3,peace-1,peace,1
spacious,0,8,4,peace-1,peace,1
spacious,0,8,5,switzerland-1,switzerland,1
spacious,0,8,6,switzerland-1,switzerland,1
spacious,0,8,7,switzerland-1,switzerland,1
spacious,0,8,8,switzerland-1,switzerland,1
spacious,0,8,9,switzerland-1,switzerland,1
spacious,0,8,10,switzerland-1,switzerland,1
spacious,0,8,11,switzerland-1,switzerland,1
spacious,0,8,12,switzerland-1,switzerland,1
spacious,0,8,13,switzerland-1,switzerland,1
spacious,0,8,14,switzerland-1,switzerland,1
spacious,0,8,15,switzerland-1,switzerland,1
spacious,0,8,16,switzerland-1,switzerland,1
spacious,0,8,17,switzerland-1,switzerland,1
spacious,0,8,18,switzerland-1,switzerland,1
spacious,0,8,19,switzerland-1,switzerland,1
spacious,0,8,20,switzerland-1,switzerland,1
spacious,0,8,21,switzerland-1,switzerland,1
spacious,0,8,22,hegemony-1,hegemony,1
spacious,0,8,23,switzerland-1,switzerland,1
spacious,0,8,24,switzerland-1,switzerland,1
spacious,0,8,25,switzerland-1,switzerland,1
spacious,0,9,0,,,
spacious,0,9,1,,,
spacious,0,9,2,peace-1,peace,1
spacious,0,9,3,peace-1,peace,1
spacious,0,9,4,peace-1,peace,1
spacious,0,9,5,peace-1,peace,1
spacious,0,9,6,peace-1,peace,1
spacious,0,9,7,switzerland-1,switzerland,1
spacious,0,9,8,switzerland-1,switzerland,1
spacious,0,9,9,switzerland-1,switzerland,1
spacious,0,9,10,switzerland-1,switzerland,1
spacious,0,9,11,switzerland-1,switzerland,1
spacious,0,9,12,switzerland-1,switzerland,1
spacious,0,9,13,switzerland-1,switzerland,1
spacious,0,9,14,switzerland-1,switzerland,1
