sweep,parameter,parameter_value,scenario,seed,country,strategy,survived,survival_turns,death_cause,final_population,peak_population,final_territory,peak_territory,territory_share,dominant,attacks_made,attacks_suffered,battles_won,cells_conquered,cells_lost,cells_explored,casualties,contacts,pacts_formed,pacts_broken,pacts_lapsed,trade_turns,non_aggression_turns,alliance_turns,unions_absorbed
map_width,map_width,16,sweep_map_width_16,32,retaliation-1,retaliation,0,64,union,0,1330,0,36,0.0,0,32,16,10,10,7,30,358,3,5,0,1,68,13,4,0
map_width,map_width,16,sweep_map_width_16,32,random-1,random,0,252,collapsed,0,30616,0,67,0.0,0,196,168,45,45,97,54,67098,3,2,0,2,13,0,0,0
map_width,map_width,16,sweep_map_width_16,33,peace-1,peace,0,74,union,0,3274,0,62,0.0,0,0,0,0,0,0,61,0,2,4,0,0,77,18,2,0
map_width,map_width,16,sweep_map_width_16,33,switzerland-1,switzerland,0,280,conquered,0,44880,0,64,0.0,0,0,179,0,0,66,65,45333,4,5,0,2,301,199,0,0
map_width,map_width,16,sweep_map_width_16,33,hegemony-1,hegemony,1,300,,100189,109302,108,113,0.4219,0,249,59,104,104,19,22,58096,3,2,0,2,277,0,0,0
map_width,map_width,16,sweep_map_width_16,33,retaliation-1,retaliation,1,300,,140297,171475,148,148,0.5781,1,20,20,10,10,5,80,11179,3,6,0,1,500,217,2,1
map_width,map_width,16,sweep_map_width_16,33,random-1,random,0,80,collapsed,0,287,0,22,0.0,0,52,63,11,11,35,28,852,2,1,0,1,1,0,0,0
map_width,map_width,16,sweep_map_width_16,34,peace-1,peace,1,300,,126804,167162,129,168,0.5039,1,0,106,0,0,39,108,32350,3,6,0,2,238,108,6,1
map_width,map_width,16,sweep_map_width_16,34,switzerland-1,switzerland,0,170,conquered,0,12050,0,40,0.0,0,0,91,0,0,42,41,14324,3,4,0,2,192,116,0,0
map_width,map_width,16,sweep_map_width_16,34,hegemony-1,hegemony,1,300,,115467,115467,127,127,0.4961,0,249,28,108,108,13,31,46757,4,3,0,3,130,0,0,0
map_width,map_width,16,sweep_map_width_16,34,retaliation-1,retaliation,0,93,union,0,5835,0,59,0.0,0,57,33,32,32,7,33,1048,4,5,0,0,131,70,6,0
map_width,map_width,16,sweep_map_width_16,34,random-1,random,0,67,collapsed,0,345,0,25,0.0,0,26,74,4,4,43,41,603,4,2,0,1,15,0,0,0
map_width,map_width,16,sweep_map_width_16,35,peace-1,peace,0,252,conquered,0,49147,0,79,0.0,0,0,228,0,0,83,56,44663,4,7,0,2,277,186,4,1
map_width,map_width,16,sweep_map_width_16,35,switzerland-1,switzerland,1,300,,12896,71069,14,77,0.0547,0,0,149,0,0,72,85,42999,3,4,0,2,415,172,0,0
map_width,map_width,16,sweep_map_width_16,35,hegemony-1,hegemony,1,300,,65406,65449,78,78,0.3047,0,204,71,82,82,36,31,51586,4,2,0,2,219,0,0,0
map_width,map_width,16,sweep_map_width_16,35,retaliation-1,retaliation,0,55,union,0,639,0,26,0.0,0,32,31,14,14,11,22,349,3,3,0,0,44,14,4,0
map_width,map_width,16,sweep_map_width_16,35,random-1,random,1,300,,150980,150980,164,164,0.6406,1,243,0,106,106,0,57,50900,4,2,0,2,17,0,0,0
map_width,map_width,16,sweep_map_width_16,36,peace-1,peace,0,204,union,0,29038,0,51,0.0,0,0,99,0,0,44,65,13890,4,7,0,1,357,149,3,0
map_width,map_width,16,sweep_map_width_16,36,switzerland-1,switzerland,1,300,,58999,73821,54,77,0.2109,0,0,79,0,0,27,80,17996,4,5,0,0,522,379,0,0
map_width,map_width,16,sweep_map_width_16,36,hegemony-1,hegemony,0,169,collapsed,0,3288,0,30,0.0,0,139,142,44,44,72,29,9559,4,2,0,0,220,0,0,0
map_width,map_width,16,sweep_map_width_16,36,retaliation-1,retaliation,1,300,,82468,83782,87,89,0.3398,0,237,211,106,106,74,32,56695,4,5,0,0,318,258,3,1
map_width,map_width,16,sweep_map_width_16,36,random-1,random,1,300,,101483,101483,115,115,0.4492,1,253,98,104,104,37,47,79800,4,1,0,1,13,0,0,0
map_width,map_width,16,sweep_map_width_16,37,peace-1,peace,0,159,conquered,0,8422,0,49,0.0,0,0,123,0,0,69,68,10006,2,2,0,0,130,101,0,0
map_width,map_width,16,sweep_map_width_16,37,switzerland-1,switzerland,1,300,,7130,75242,7,81,0.0273,0,0,151,0,0,78,84,51848,4,6,0,2,499,337,0,0
map_width,map_width,16,sweep_map_width_16,37,hegemony-1,hegemony,1,300,,183388,183388,181,181,0.707,1,262,0,143,143,0,37,48223,3,2,0,1,158,0,0,0
map_width,map_width,16,sweep_map_width_16,37,retaliation-1,retaliation,1,300,,81263,81263,68,68,0.2656,0,64,43,41,41,6,32,811,3,4,0,1,339,236,0,0
map_width,map_width,16,sweep_map_width_16,37,random-1,random,0,90,collapsed,0,527,0,27,0.0,0,55,64,10,10,41,35,1365,2,2,0,2,20,0,0,0
map_width,map_width,16,sweep_map_width_16,38,peace-1,peace,0,64,union,0,804,0,33,0.0,0,0,40,0,0,20,50,217,2,3,0,0,53,23,1,0
map_width,map_width,16,sweep_map_width_16,38,switzerland-1,switzerland,1,300,,2197,33688,2,50,0.0078,0,0,102,0,0,49,50,28336,3,4,0,2,330,243,0,0
map_width,map_width,16,sweep_map_width_16,38,hegemony-1,hegemony,1,300,,108780,117927,122,126,0.4766,0,271,109,129,129,37,29,76453,4,3,0,3,140,0,0,0
map_width,map_width,16,sweep_map_width_16,38,retaliation-1,retaliation,1,300,,132607,150820,132,136,0.5156,1,143,101,72,72,30,58,50667,4,7,0,2,414,266,1,1
map_width,map_width,16,sweep_map_width_16,38,random-1,random,0,131,collapsed,0,3873,0,56,0.0,0,65,127,10,10,75,65,7881,3,1,0,1,7,0,0,0
map_width,map_width,16,sweep_map_width_16,39,peace-1,peace,0,109,conquered,0,459,0,30,0.0,0,0,90,0,0,52,51,794,4,4,0,1,143,42,0,0
map_width,map_width,16,sweep_map_width_16,39,switzerland-1,switzerland,0,224,conquered,0,18304,0,70,0.0,0,0,164,0,0,76,75,22476,4,6,0,2,297,203,0,0
map_width,map_width,16,sweep_map_width_16,39,hegemony-1,hegemony,1,300,,20753,73791,30,88,0.1172,0,286,228,127,127,112,14,107686,4,2,0,2,191,0,0,0
map_width,map_width,16,sweep_map_width_16,39,retaliation-1,retaliation,1,300,,56458,69547,72,72,0.2812,0,87,98,43,43,30,58,46234,4,4,0,1,415,161,0,0
map_width,map_width,16,sweep_map_width_16,39,random-1,random,1,300,,142625,142625,154,154,0.6016,1,244,37,117,117,17,53,51494,4,2,0,2,10,0,0,0
map_width,map_width,16,sweep_map_width_16,40,peace-1,peace,0,78,union,0,1410,0,44,0.0,0,0,55,0,0,26,65,299,2,3,0,0,39,10,5,0
map_width,map_width,16,sweep_map_width_16,40,switzerland-1,switzerland,1,300,,1097,20985,1,63,0.0039,0,0,176,0,0,65,65,25105,3,4,0,2,305,258,0,0
map_width,map_width,16,sweep_map_width_16,40,hegemony-1,hegemony,1,300,,59689,59708,70,70,0.2734,0,281,126,109,109,59,19,62169,4,3,0,2,209,0,0,0
map_width,map_width,16,sweep_map_width_16,40,retaliation-1,retaliation,1,300,,186241,186241,170,170,0.6641,1,150,78,87,87,14,56,51674,4,8,0,2,529,268,5,1
map_width,map_width,16,sweep_map_width_16,40,random-1,random,1,300,,8664,65600,15,95,0.0586,0,252,248,94,94,126,46,114870,3,2,0,2,12,0,0,0
map_width,map_width,16,sweep_map_width_16,41,peace-1,peace,0,180,union,0,72873,0,64,0.0,0,0,0,0,0,0,63,0,3,6,0,0,329,128,5,0
map_width,map_width,16,sweep_map_width_16,41,switzerland-1,switzerland,0,181,conquered,0,10514,0,45,0.0,0,0,137,0,0,70,69,13721,4,6,0,0,387,300,0,0
map_width,map_width,16,sweep_map_width_16,41,hegemony-1,hegemony,1,300,,77846,95815,90,109,0.3516,0,274,132,125,125,62,26,84209,4,2,0,1,280,0,0,0
map_width,map_width,16,sweep_map_width_16,41,retaliation-1,retaliation,1,300,,152390,159363,166,166,0.6484,1,181,155,95,95,45,51,65685,4,7,0,2,358,152,5,1
map_width,map_width,16,sweep_map_width_16,41,random-1,random,0,94,collapsed,0,1006,0,36,0.0,0,49,80,10,10,53,43,1921,3,3,0,1,72,40,0,0
map_width,map_width,16,sweep_map_width_16,42,peace-1,peace,1,300,,147940,147940,126,132,0.4922,1,0,66,0,0,15,70,7069,4,8,0,2,407,263,8,1
map_width,map_width,16,sweep_map_width_16,42,switzerland-1,switzerland,1,300,,22804,73619,22,68,0.0859,0,0,117,0,0,46,67,39126,3,5,0,1,391,293,0,0
map_width,map_width,16,sweep_map_width_16,42,hegemony-1,hegemony,1,300,,101697,101697,108,108,0.4219,0,257,50,103,103,17,21,49568,4,4,0,3,120,0,0,0
map_width,map_width,16,sweep_map_width_16,42,retaliation-1,retaliation,0,93,union,0,7157,0,71,0.0,0,11,16,8,8,6,67,472,3,6,0,1,125,56,8,0
map_width,map_width,16,sweep_map_width_16,42,random-1,random,0,76,collapsed,0,298,0,23,0.0,0,42,61,9,9,36,34,738,2,1,0,1,5,0,0,0
map_width,map_width,16,sweep_map_width_16,43,peace-1,peace,1,300,,169148,169148,141,141,0.5508,1,0,5,0,0,0,68,180,4,8,0,2,589,261,1,1
map_width,map_width,16,sweep_map_width_16,43,switzerland-1,switzerland,1,300,,75883,75883,69,69,0.2695,0,0,0,0,0,0,68,0,2,4,0,0,347,289,0,0
map_width,map_width,16,sweep_map_width_16,43,hegemony-1,hegemony,1,300,,50582,50582,46,47,0.1797,0,80,41,39,39,15,21,1504,3,2,0,1,255,0,0,0
map_width,map_width,16,sweep_map_width_16,43,retaliation-1,retaliation,0,102,union,0,9667,0,73,0.0,0,28,32,17,17,8,62,1307,4,6,0,1,122,48,1,0
map_width,map_width,16,sweep_map_width_16,43,random-1,random,0,105,collapsed,0,764,0,31,0.0,0,58,88,17,17,50,47,2103,3,2,0,2,21,0,0,0
map_width,map_width,16,sweep_map_width_16,44,peace-1,peace,0,86,conquered,0,315,0,25,0.0,0,0,79,0,0,58,57,556,3,2,0,1,40,0,0,0
map_width,map_width,16,sweep_map_width_16,44,switzerland-1,switzerland,1,300,,43440,52778,40,57,0.1562,0,0,46,0,0,19,58,5887,4,5,0,2,555,236,0,0
map_width,map_width,16,sweep_map_width_16,44,hegemony-1,hegemony,1,300,,163400,163400,157,157,0.6133,1,280,184,178,178,42,20,69450,4,2,0,1,502,0,0,0
map_width,map_width,16,sweep_map_width_16,44,retaliation-1,retaliation,1,300,,67186,67186,56,56,0.2188,0,0,0,0,0,0,55,0,2,3,0,0,540,236,0,0
map_width,map_width,16,sweep_map_width_16,44,random-1,random,0,289,collapsed,0,34384,0,73,0.0,0,226,197,59,59,118,62,90609,3,2,0,2,35,0,0,0
map_width,map_width,16,sweep_map_width_16,45,peace-1,peace,1,300,,178089,178089,162,162,0.6328,1,0,0,0,0,0,81,0,3,6,0,0,398,245,3,1
map_width,map_width,16,sweep_map_width_16,45,switzerland-1,switzerland,1,300,,103399,103399,94,94,0.3672,0,0,0,0,0,0,93,0,3,5,0,0,507,387,0,0
map_width,map_width,16,sweep_map_width_16,45,hegemony-1,hegemony,0,145,collapsed,0,2073,0,30,0.0,0,130,109,47,47,59,15,6443,4,2,0,0,156,0,0,0
map_width,map_width,16,sweep_map_width_16,45,retaliation-1,retaliation,0,191,union,0,61565,0,80,0.0,0,124,109,68,68,29,40,4810,4,5,0,0,221,162,3,0
map_width,map_width,16,sweep_map_width_16,45,random-1,random,0,40,collapsed,0,167,0,16,0.0,0,12,48,2,2,29,28,238,2,0,0,0,0,0,0,0
map_width,map_width,16,sweep_map_width_16,46,peace-1,peace,0,64,union,0,849,0,33,0.0,0,0,40,0,0,19,51,212,4,5,0,1,68,14,7,0
map_width,map_width,16,sweep_map_width_16,46,switzerland-1,switzerland,0,182,conquered,0,14653,0,49,0.0,0,0,119,0,0,60,59,15927,3,4,0,2,177,97,0,0
map_width,map_width,16,sweep_map_width_16,46,hegemony-1,hegemony,1,300,,111612,112790,125,127,0.4883,1,271,126,146,146,51,29,76990,4,3,0,3,135,0,0,0
map_width,map_width,16,sweep_map_width_16,46,retaliation-1,retaliation,1,300,,111264,129406,124,127,0.4844,0,194,140,95,95,55,50,69877,3,7,0,3,277,111,7,1
map_width,map_width,16,sweep_map_width_16,46,random-1,random,0,137,collapsed,0,4568,0,52,0.0,0,76,116,17,17,73,61,9653,4,3,0,3,25,0,0,0
map_width,map_width,16,sweep_map_width_16,47,peace-1,peace,0,199,conquered,0,16390,0,47,0.0,0,0,135,0,0,75,74,18444,3,1,0,0,165,0,0,0
map_width,map_width,16,sweep_map_width_16,47,switzerland-1,switzerland,0,300,conquered,0,69969,0,56,0.0,0,0,104,0,0,57,56,38259,4,4,0,1,581,244,0,0
map_width,map_width,16,sweep_map_width_16,47,hegemony-1,hegemony,1,300,,187051,187051,183,183,0.7148,1,269,27,155,155,4,31,44330,4,2,0,1,354,0,0,0
map_width,map_width,16,sweep_map_width_16,47,retaliation-1,retaliation,1,300,,87566,87566,73,73,0.2852,0,69,19,37,37,7,42,857,3,4,0,1,501,244,0,0
map_width,map_width,16,sweep_map_width_16,47,random-1,random,0,116,collapsed,0,1286,0,36,0.0,0,62,115,19,19,68,54,3165,4,1,0,1,15,0,0,0
map_width,map_width,16,sweep_map_width_16,48,peace-1,peace,1,300,,76081,109644,71,111,0.2773,0,0,117,0,0,43,62,37618,3,6,0,1,491,294,3,1
map_width,map_width,16,sweep_map_width_16,48,switzerland-1,switzerland,1,300,,109158,109158,91,91,0.3555,0,0,0,0,0,0,90,0,3,4,0,0,559,261,0,0
map_width,map_width,16,sweep_map_width_16,48,hegemony-1,hegemony,1,300,,89415,89415,94,94,0.3672,1,259,110,101,101,33,25,52830,4,3,0,2,416,0,0,0
map_width,map_width,16,sweep_map_width_16,48,retaliation-1,retaliation,0,165,union,0,28708,0,57,0.0,0,122,114,50,50,39,39,13956,4,6,0,2,140,33,3,0
map_width,map_width,16,sweep_map_width_16,48,random-1,random,0,66,collapsed,0,385,0,27,0.0,0,29,69,8,8,44,37,676,2,1,0,1,4,0,0,0
map_width,map_width,16,sweep_map_width_16,49,peace-1,peace,1,300,,29528,67855,32,60,0.125,0,0,80,0,0,29,60,25103,4,5,0,2,472,216,0,0
map_width,map_width,16,sweep_map_width_16,49,switzerland-1,switzerland,0,275,conquered,0,35779,0,60,0.0,0,0,136,0,0,61,60,33795,4,6,0,2,311,236,0,0
map_width,map_width,16,sweep_map_width_16,49,hegemony-1,hegemony,1,300,,45347,49701,58,64,0.2266,0,262,168,95,95,76,38,69496,4,2,0,2,210,0,0,0
map_width,map_width,16,sweep_map_width_16,49,retaliation-1,retaliation,0,107,collapsed,0,833,0,29,0.0,0,78,102,24,24,50,28,2062,4,3,0,0,63,20,0,0
map_width,map_width,16,sweep_map_width_16,49,random-1,random,1,300,,153572,153572,165,165,0.6445,1,232,86,113,113,16,67,52472,4,2,0,2,20,0,0,0
map_width,map_width,16,sweep_map_width_16,50,peace-1,peace,1,300,,100796,131556,103,122,0.4023,0,0,61,0,0,19,56,16092,3,6,0,1,297,71,7,1
map_width,map_width,16,sweep_map_width_16,50,switzerland-1,switzerland,0,109,conquered,0,1167,0,35,0.0,0,0,91,0,0,55,54,1761,4,5,0,1,150,82,0,0
map_width,map_width,16,sweep_map_width_16,50,hegemony-1,hegemony,1,300,,140776,140776,152,152,0.5938,1,273,147,153,153,29,27,56272,4,1,0,1,168,0,0,0
map_width,map_width,16,sweep_map_width_16,50,retaliation-1,retaliation,0,99,union,0,8478,0,65,0.0,0,52,11,24,24,3,43,872,4,6,0,1,118,49,7,0
map_width,map_width,16,sweep_map_width_16,50,random-1,random,0,247,collapsed,0,20585,0,54,0.0,0,174,189,37,37,108,73,56278,3,2,0,2,19,0,0,0
map_width,map_width,16,sweep_map_width_16,51,peace-1,peace,0,73,union,0,386,0,26,0.0,0,0,65,0,0,31,38,374,4,6,0,1,98,33,8,0
map_width,map_width,16,sweep_map_width_16,51,switzerland-1,switzerland,1,300,,10304,46442,10,57,0.0391,0,0,147,0,0,60,69,35164,4,6,0,2,544,275,0,0
map_width,map_width,16,sweep_map_width_16,51,hegemony-1,hegemony,1,300,,138174,138174,139,139,0.543,1,288,95,150,150,24,12,50211,4,3,0,2,378,0,0,0
map_width,map_width,16,sweep_map_width_16,51,retaliation-1,retaliation,1,300,,128251,128251,107,107,0.418,0,22,4,13,13,1,86,5118,3,8,0,2,512,270,8,1
map_width,map_width,16,sweep_map_width_16,51,random-1,random,0,239,collapsed,0,29066,0,60,0.0,0,188,187,53,53,100,50,62804,3,3,0,3,22,0,0,0
map_width,map_width,16,sweep_map_width_16,52,peace-1,peace,1,300,,80737,104149,75,123,0.293,0,0,152,0,0,56,75,35648,3,6,0,1,318,255,2,1
map_width,map_width,16,sweep_map_width_16,52,switzerland-1,switzerland,1,300,,42192,58445,39,69,0.1523,0,0,84,0,0,32,70,18711,2,3,0,1,278,236,0,0
map_width,map_width,16,sweep_map_width_16,52,hegemony-1,hegemony,0,58,conquered,0,205,0,15,0.0,0,44,43,12,12,26,13,436,1,0,0,0,0,0,0,0
map_width,map_width,16,sweep_map_width_16,52,retaliation-1,retaliation,0,109,union,0,3622,0,55,0.0,0,69,50,33,33,15,36,1425,3,4,0,1,57,19,2,0
map_width,map_width,16,sweep_map_width_16,52,random-1,random,1,300,,130122,130122,142,142,0.5547,1,242,26,91,91,7,57,54798,3,3,0,3,27,0,0,0
map_width,map_width,16,sweep_map_width_16,53,peace-1,peace,1,300,,83573,87725,70,74,0.2734,0,0,18,0,0,4,73,5681,4,5,0,1,572,239,0,0
map_width,map_width,16,sweep_map_width_16,53,switzerland-1,switzerland,1,300,,24916,55090,23,74,0.0898,0,0,148,0,0,53,75,36362,3,4,0,2,484,239,0,0
map_width,map_width,16,sweep_map_width_16,53,hegemony-1,hegemony,1,300,,96018,96837,97,98,0.3789,1,278,109,119,119,45,22,53206,4,2,0,1,459,0,0,0
map_width,map_width,16,sweep_map_width_16,53,retaliation-1,retaliation,0,56,collapsed,0,204,0,16,0.0,0,38,38,7,7,23,18,398,3,1,0,0,21,0,0,0
map_width,map_width,16,sweep_map_width_16,53,random-1,random,1,300,,52446,56143,66,77,0.2578,0,233,236,92,92,93,66,95518,4,2,0,2,40,0,0,0
map_width,map_width,16,sweep_map_width_16,54,peace-1,peace,1,300,,125366,125366,114,117,0.4453,0,0,50,0,0,12,80,4421,4,6,0,1,359,9,4,1
map_width,map_width,16,sweep_map_width_16,54,switzerland-1,switzerland,0,95,conquered,0,401,0,29,0.0,0,0,88,0,0,58,57,698,3,2,0,1,69,0,0,0
map_width,map_width,16,sweep_map_width_16,54,hegemony-1,hegemony,1,300,,124885,124885,132,132,0.5156,1,287,172,162,162,44,13,66816,3,1,0,0,254,0,0,0
map_width,map_width,16,sweep_map_width_16,54,retaliation-1,retaliation,0,59,union,0,1508,0,45,0.0,0,21,6,10,10,1,35,167,2,4,0,1,39,9,4,0
map_width,map_width,16,sweep_map_width_16,54,random-1,random,1,300,,3417,32146,10,66,0.0391,0,234,226,61,61,118,66,90912,4,3,0,3,11,0,0,0
map_width,map_width,16,sweep_map_width_16,55,peace-1,peace,0,188,conquered,0,17610,0,60,0.0,0,0,133,0,0,66,65,20103,2,3,0,1,176,128,0,0
map_width,map_width,16,sweep_map_width_16,55,switzerland-1,switzerland,0,294,conquered,0,77677,0,65,0.0,0,0,106,0,0,65,64,43280,3,5,0,1,590,366,0,0
map_width,map_width,16,sweep_map_width_16,55,hegemony-1,hegemony,1,300,,171040,175904,172,174,0.6719,1,289,20,164,164,4,11,50314,4,3,0,3,431,0,0,0
map_width,map_width,16,sweep_map_width_16,55,retaliation-1,retaliation,1,300,,82533,99558,84,84,0.3281,0,5,7,3,3,2,82,3335,3,4,0,2,516,238,0,0
map_width,map_width,16,sweep_map_width_16,55,random-1,random,0,52,collapsed,0,146,0,17,0.0,0,16,44,1,1,31,36,281,2,1,0,1,3,0,0,0
map_width,map_width,16,sweep_map_width_16,56,peace-1,peace,0,54,union,0,1075,0,33,0.0,0,0,6,0,0,4,36,42,3,5,0,1,53,14,5,0
map_width,map_width,16,sweep_map_width_16,56,switzerland-1,switzerland,1,300,,24105,67161,23,95,0.0898,0,0,205,0,0,73,95,51502,2,3,0,1,309,232,0,0
map_width,map_width,16,sweep_map_width_16,56,hegemony-1,hegemony,1,300,,122077,122077,124,124,0.4844,1,273,31,105,105,9,27,53745,4,3,0,1,292,0,0,0
map_width,map_width,16,sweep_map_width_16,56,retaliation-1,retaliation,1,300,,130771,130771,109,109,0.4258,0,33,13,26,26,3,52,465,3,6,0,0,579,246,5,1
map_width,map_width,16,sweep_map_width_16,56,random-1,random,0,94,collapsed,0,902,0,36,0.0,0,50,101,16,16,58,44,1797,2,1,0,1,7,0,0,0
map_width,map_width,16,sweep_map_width_16,57,peace-1,peace,1,300,,103152,111941,88,113,0.3438,0,0,117,0,0,35,63,25458,4,8,0,2,451,222,18,1
map_width,map_width,16,sweep_map_width_16,57,switzerland-1,switzerland,1,300,,31396,51220,27,66,0.1055,0,0,133,0,0,46,72,29021,4,6,0,1,569,271,0,0
map_width,map_width,16,sweep_map_width_16,57,hegemony-1,hegemony,1,300,,10051,10051,9,30,0.0352,0,96,87,29,29,54,33,3196,3,3,0,1,390,0,0,0
map_width,map_width,16,sweep_map_width_16,57,retaliation-1,retaliation,0,126,union,0,9494,0,58,0.0,0,87,96,54,54,29,33,2156,3,5,0,0,162,101,18,0
map_width,map_width,16,sweep_map_width_16,57,random-1,random,1,300,,120307,120307,132,132,0.5156,1,250,0,81,81,0,50,60799,2,2,0,2,18,0,0,0
map_width,map_width,16,sweep_map_width_16,58,peace-1,peace,1,300,,151140,151140,126,126,0.4922,1,0,7,0,0,1,82,72,2,6,0,0,445,259,4,1
map_width,map_width,16,sweep_map_width_16,58,switzerland-1,switzerland,1,300,,34422,72066,33,86,0.1289,0,0,195,0,0,57,89,44888,2,2,0,0,279,250,0,0
map_width,map_width,16,sweep_map_width_16,58,hegemony-1,hegemony,1,300,,92834,92834,97,97,0.3789,0,253,31,90,90,11,17,50727,3,2,0,1,142,0,0,0
map_width,map_width,16,sweep_map_width_16,58,retaliation-1,retaliation,0,63,union,0,1574,0,44,0.0,0,18,16,8,8,4,39,256,3,4,0,1,52,9,4,0
map_width,map_width,16,sweep_map_width_16,58,random-1,random,0,47,collapsed,0,157,0,13,0.0,0,18,40,6,6,31,29,244,2,0,0,0,0,0,0,0
map_width,map_width,16,sweep_map_width_16,59,peace-1,peace,0,61,union,0,1648,0,54,0.0,0,0,10,0,0,1,54,51,3,5,0,1,64,12,2,0
map_width,map_width,16,sweep_map_width_16,59,switzerland-1,switzerland,0,221,conquered,0,24637,0,60,0.0,0,0,141,0,0,60,59,28944,3,4,0,2,258,180,0,0
map_width,map_width,16,sweep_map_width_16,59,hegemony-1,hegemony,1,300,,88840,106289,100,115,0.3906,0,272,98,117,117,46,28,76288,4,3,0,2,232,0,0,0
map_width,map_width,16,sweep_map_width_16,59,retaliation-1,retaliation,1,300,,141479,168615,156,156,0.6094,1,100,85,58,58,29,72,44349,4,7,0,2,453,192,2,1
map_width,map_width,16,sweep_map_width_16,59,random-1,random,0,83,collapsed,0,606,0,28,0.0,0,43,81,5,5,44,40,1218,4,3,0,3,43,0,0,0
map_width,map_width,16,sweep_map_width_16,60,peace-1,peace,0,86,union,0,2957,0,52,0.0,0,0,49,0,0,19,64,467,4,6,0,1,110,17,7,0
map_width,map_width,16,sweep_map_width_16,60,switzerland-1,switzerland,0,139,conquered,0,3503,0,47,0.0,0,0,112,0,0,68,67,4749,3,3,0,0,138,88,0,0
map_width,map_width,16,sweep_map_width_16,60,hegemony-1,hegemony,1,300,,83477,98784,96,120,0.375,0,273,135,134,134,65,26,84573,4,3,0,2,156,0,0,0
map_width,map_width,16,sweep_map_width_16,60,retaliation-1,retaliation,1,300,,146665,147841,160,163,0.625,1,226,213,111,111,58,60,81465,4,7,0,2,285,105,7,1
map_width,map_width,16,sweep_map_width_16,60,random-1,random,0,168,conquered,0,14526,0,54,0.0,0,134,124,38,38,73,34,24329,3,3,0,3,17,0,0,0
map_width,map_width,16,sweep_map_width_16,61,peace-1,peace,0,169,conquered,0,11356,0,55,0.0,0,0,133,0,0,76,75,13265,2,2,0,0,142,113,0,0
map_width,map_width,16,sweep_map_width_16,61,switzerland-1,switzerland,1,300,,83983,83983,70,70,0.2734,0,0,21,0,0,4,73,244,4,6,0,1,626,313,0,0
map_width,map_width,16,sweep_map_width_16,61,hegemony-1,hegemony,1,300,,137260,137260,139,139,0.543,1,264,130,140,140,37,35,78809,3,2,0,1,326,0,0,0
map_width,map_width,16,sweep_map_width_16,61,retaliation-1,retaliation,1,300,,39387,69198,47,75,0.1836,0,202,160,84,84,70,32,84004,3,4,0,2,310,200,0,0
map_width,map_width,16,sweep_map_width_16,61,random-1,random,0,96,collapsed,0,566,0,28,0.0,0,50,72,10,10,47,45,1406,2,2,0,2,8,0,0,0
map_width,map_width,16,sweep_map_width_16,62,peace-1,peace,0,52,union,0,1011,0,40,0.0,0,0,6,0,0,2,41,30,4,6,0,1,70,12,1,0
map_width,map_width,16,sweep_map_width_16,62,switzerland-1,switzerland,0,265,conquered,0,47457,0,84,0.0,0,0,177,0,0,84,83,46280,3,3,0,0,248,201,0,0
map_width,map_width,16,sweep_map_width_16,62,hegemony-1,hegemony,1,300,,138600,146852,149,150,0.582,1,257,47,123,123,18,43,59500,4,2,0,1,240,0,0,0
map_width,map_width,16,sweep_map_width_16,62,retaliation-1,retaliation,1,300,,97037,129434,107,109,0.418,0,67,47,42,42,19,43,22114,4,7,0,2,510,213,1,1
map_width,map_width,16,sweep_map_width_16,62,random-1,random,0,72,collapsed,0,531,0,33,0.0,0,30,77,8,8,50,42,888,3,2,0,2,10,0,0,0
map_width,map_width,16,sweep_map_width_16,63,peace-1,peace,0,68,union,0,2374,0,48,0.0,0,0,5,0,0,1,47,47,3,6,0,1,96,27,2,0
map_width,map_width,16,sweep_map_width_16,63,switzerland-1,switzerland,0,101,conquered,0,698,0,31,0.0,0,0,93,0,0,59,58,1124,4,5,0,1,135,72,0,0
map_width,map_width,16,sweep_map_width_16,63,hegemony-1,hegemony,1,300,,74264,79068,87,98,0.3398,0,264,177,125,125,75,36,86276,3,1,0,1,102,0,0,0
map_width,map_width,16,sweep_map_width_16,63,retaliation-1,retaliation,1,300,,155904,156792,169,171,0.6602,1,226,189,117,117,60,64,82555,3,6,0,1,227,65,2,1
map_width,map_width,16,sweep_map_width_16,63,random-1,random,0,147,collapsed,0,7964,0,61,0.0,0,100,126,34,34,81,47,15227,3,2,0,2,14,0,0,0
map_width,map_width,16,sweep_map_width_16,64,peace-1,peace,0,102,union,0,9839,0,73,0.0,0,0,33,0,0,5,77,606,4,7,0,2,142,43,1,0
map_width,map_width,16,sweep_map_width_16,64,switzerland-1,switzerland,0,186,conquered,0,20464,0,41,0.0,0,0,105,0,0,43,42,20256,4,5,0,1,238,160,0,0
map_width,map_width,16,sweep_map_width_16,64,hegemony-1,hegemony,1,300,,73580,87161,85,97,0.332,0,262,110,108,108,52,28,79898,4,3,0,3,99,0,0,0
map_width,map_width,16,sweep_map_width_16,64,retaliation-1,retaliation,1,300,,156712,171894,171,171,0.668,1,143,110,73,73,41,65,58143,4,8,0,3,280,141,1,1
map_width,map_width,16,sweep_map_width_16,64,random-1,random,0,76,collapsed,0,494,0,30,0.0,0,34,81,6,6,46,41,936,4,3,0,3,41,0,0,0
map_width,map_width,16,sweep_map_width_16,65,peace-1,peace,0,202,conquered,0,19530,0,50,0.0,0,0,165,0,0,78,77,22159,3,2,0,0,191,162,0,0
